"FallOfYear","RptngDistrictName","ReportingDistrictCode","SchoolName","SchoolCode","SchoolOrgType","SchoolLowGrade","SchoolHighGrade","SchoolTitleIType","Category","TotalPoints","TotalPossiblePoints","Accountability Index ","FinalCategory","AchievementGapFlag","Ind1ELA_All_Rate","Ind1ELA_All_Points","Ind1ELA_All_PossiblePoints","Ind1ELA_HN_Rate","Ind1ELA_NHN_Rate","Ind1ELA_HN_Points","Ind1ELA_HN_PossiblePoints","Ind1Math_All_Rate","Ind1Math_All_Points","Ind1Math_All_PossiblePoints","Ind1Math_NHN_Rate","Ind1Math_HN_Rate","Ind1Math_HN_Points","Ind1Math_HN_PossiblePoints","Ind1Sci_All_Rate","Ind1Sci_All_Points","Ind1Sci_All_PossiblePoints","Ind1Sci_HN_Rate","Ind1Sci_NHN_Rate","Ind1Sci_HN_Points","Ind1Sci_HN_PossiblePoints","Ind1ELAGap","Ind1MathGap","Ind1SciGap","Ind2ELA_All_Rate","Ind2ELA_All_Points","Ind2ELA_All_Possiblepoints","Ind2Math_All_Rate","Ind2Math_All_Points","Ind2Math_All_Possiblepoints","Ind2ELA_HN_Rate","Ind2ELA_NHN_Rate","Ind2ELA_HN_Points","Ind2ELA_HN_Possiblepoints","Ind2Math_HN_Rate","Ind2Math_NHN_Rate","Ind2Math_HN_Points","Ind2Math_HN_Possiblepoints","Ind3PartRateFlag","Ind3ELA_All_Rate","Ind3ELA_HN_Rate","Ind3ELA_NHN_Rate","Ind3Math_All_Rate","Ind3Math_HN_Rate","Ind3Math_NHN_Rate","Ind3Sci_All_Rate","Ind3Sci_HN_Rate","Ind3Sci_NHN_Rate","Ind4Rate","Ind4Points","Ind4PossiblePoints","Ind4HNRate","Ind4HNPoints","Ind4HNPossiblePoints","Ind5Rate","Ind5Points","Ind5PossiblePoints","Ind6Rate","Ind6Points","Ind6PossiblePoints","Ind7Rate","Ind7points","Ind7PointsPossible","Ind8Rate","Ind8Points","Ind8PointsPossible","Ind9Rate","Ind9Points","Ind9PointsPossible","GradGapFlag","Ind10Rate","Ind10Points","Ind10PossiblePoints","Ind11FitnessRate","Ind11ParticipationRate","Ind11Points","Ind11PossiblePoints","Ind12Rate","Ind12Points","Ind12PossiblePoints","Grad6YrRateHN","Grad6YrRateNHN","Grad6YrHNNHNDiff","Hurdle_Mean_ELA","Hurdle_Mean_Math","Hurdle_Mean_Sci","Hurdle_Means_Grad","SupportType","SupportCategory","Distinction","DistinctionCategory","schoolyear","Ind2LEP_LTCY_Rate","Ind2LEP_LTCY_Points","Ind2LEP_LTCY_PossiblePoints","Ind2LEP_ORAL_Rate","Ind2LEP_ORAL_Points","Ind2LEP_ORAL_PossiblePoints"
"2016","East Lyme School District","0450011","East Lyme Middle School","0455111","Public Schools","5","8",,"SchoolTot","655.0220356","900","72.78022618","2","0","76.38984465","50","50","63.19301758","75","42.12867839","50","72.24641552","48.16427701","50","75","58.9964759","39.33098393","50","62.8981982","41.93213213","50","53.15675676","66.55123874","35.43783784","50","11.8","16","13.39","0.5364313329","53.64313329","100","0.5881900141","58.81900141","100","0.4729082897","0.5575346258","47.29082897","100","0.5026187966","0.6164744601","50.26187966","100","0","0.9904988124","0.9822222222","0.9935170178","0.9904988124","0.9822222222","0.9935170178","0.9928229665","0.9912280702","0.9934210526","0.0464839094","50","50","0.0892018779","42.15962441","50",,,,,,,"0.9952830189","50","50",,,,,,,,,,,"0.687804878","0.9512761021","45.85365854","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","East Lyme School District","0450011","East Lyme High School","0456111","Public Schools","9","12",,"SchoolTot","1,070.89866","1,250","85.67189279","2","1","69.58237548","92.77650064","100","53.90873016","72.58828006","71.87830688","100","65.92741592","87.90322123","100","69.08066971","49.48544974","65.98059965","100","66.28382148","88.37842864","100","48.30833333","71.28235294","64.41111111","100","18.67","19.59","22.97",,,,,,,,,,,,,,,"0","0.9851301115","0.9772727273","0.9866666667","0.9851301115","0.9772727273","0.9866666667","0.987654321","0.962962963","0.9947089947","0.0394866732","50","50","0.0853080569","42.93838863","50","0.9556840077","50","50","0.6840077071","45.60051381","50","0.984063745","50","50","0.9795081967","100","100","0.98","100","100","0","0.8416666667","100","100","0.7897196262","0.8806584362","25","50","0.4323790721","36.03158934","50","0.98","0.94","-0.04","16.64572779","18.45810225","16.49223089","9.27168764",,,,,"2016-17",,,,,,
"2016","Easton School District","0460011","District","0000000","District","District","District",,"DistrictTot","682.5748918","900","75.84165465",,"0","82.58809447","50","50","66.58701335","75","44.39134223","50","78.11838565","50","50","75","60.74491241","40.49660827","50","66.05545833","44.03697222","50","54.15619658","68.9378882","36.10413105","50","8.41","14.25","14.78","0.6451186492","64.51186492","100","0.7072459738","70.72459738","100","0.5360758119","0.6620303856","53.60758119","100","0.5087007933","0.7381820833","50.87007933","100","1","0.9805510535","0.9428571429","0.98828125","0.9773095624","0.9428571429","0.984375","0.9901477833","0.975","0.9938650307","0.0232828871","50","50","0.0441176471","50","50",,,,,,,"0.99","50","50",,,,,,,,,,,"0.4174757282","0.9449541284","27.83171521","50",,,,,,,"16.72011147","18.71965486","16.61082845",,,,,,"2016-17",,,,,,
"2016","Easton School District","0460011","Samuel Staples Elementary School","0460111","Public Schools","PK","5","Targeted Assistance","SchoolTot","658.9366566","850","77.5219596","3","0","83.05135324","50","50","70.7385252","75","47.1590168","50","80.30825018","50","50","75","67.25777469","44.83851646","50","67.37227723","44.91485149","50","57.78985507","70.19786325","38.52657005","50","4.26","7.74","12.4","0.6475809847","64.75809847","100","0.7361396584","73.61396584","100","0.5184221487","0.6701448778","51.84221487","100","0.583319663","0.7629989303","58.3319663","100","1","0.9732441472","0.9152542373","0.9875","0.9698996656","0.9152542373","0.9833333333","0.9901960784","1","0.9873417722","0.0166975881","50","50","0.0217391304","50","50",,,,,,,,,,,,,,,,,,,,"0.5242718447","0.9903846154","34.95145631","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Easton School District","0460011","Helen Keller Middle School","0465111","Public Schools","6","8","Targeted Assistance","SchoolTot","617.9020025","850","72.69435323","3","1","82.18894028","50","50","61.23876622","75","40.82584415","50","76.13041748","50","50","75","52.54799793","35.03199862","50","64.81113946","43.2074263","50",,"67.75381526",,,"13.76","22.45",,"0.6420327193","64.20327193","100","0.6910270041","69.10270041","100","0.5346712725","0.6569664544","53.46712725","100","0.4639644033","0.7227300842","46.39644033","100","0","0.9873817035","0.9777777778","0.9889705882","0.9842271293","0.9777777778","0.9852941176","0.99",,"1","0.0314465409","50","50","0.0930232558","41.39534884","50",,,,,,,"1","50","50",,,,,,,,,,,"0.3640776699","0.9279279279","24.27184466","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","East Windsor School District","0470011","District","0000000","District","District","District",,"DistrictTot","947.9187468","1,350","70.21620347",,"0","62.26556707","41.51037805","50","56.47820763","69.28126403","37.65213842","50","55.23516819","36.82344546","50","62.24122614","49.41657769","32.94438512","50","54.34468992","36.22979328","50","48.28830532","61.85208333","32.19220355","50","12.8","12.82","13.56","0.5139932309","51.39932309","100","0.527399651","52.7399651","100","0.4683115165","0.5654889817","46.83115165","100","0.5165958737","0.539512977","51.65958737","100","0","0.992970123","0.9904761905","0.9960629921","0.9911816578","0.9872204473","0.9960629921","0.9866071429","0.9761904762","1","0.121242485","35.75150301","50","0.1830188679","23.39622642","50","0.7453416149","49.68944099","50","0.4037267081","26.91511387","50","0.9256756757","49.23806786","50","0.8717948718","92.7441353","100","0.9433962264","100","100","0","0.643","85.71428571","100","0.4224422442","0.9558359621","28.16281628","50","0.4358974359","36.32478632","50","0.9433962264","0.94","-0.0033962264","16.72011147","18.71965486","16.61082845","12.03029834",,,,,"2016-17",,,,,,
"2016","East Windsor School District","0470011","Broad Brook Elementary School","0470111","Public Schools","PK","4","Targeted Assistance","SchoolTot","462.2903402","750","61.63871203","3","0","62.73084121","41.82056081","50","57.98013517","70.24002171","38.65342345","50","57.08121226","38.05414151","50","64.03927964","52.63378775","35.08919183","50",,,,,,,,"12.25","11.4",,"0.5167112107","51.67112107","100","0.5888353573","58.88353573","100","0.4708458591","0.5894631476","47.08458591","100","0.5578549872","0.6379766341","55.78549872","100","0","1","1","1","0.9941520468","0.9904761905","1",,,,"0.091383812","41.7232376","50","0.1367924528","32.64150943","50",,,,,,,,,,,,,,,,,,,,"0.313253012","0.9651162791","20.88353414","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","East Windsor School District","0470011","East Windsor Middle School","0475411","Public Schools","5","8",,"SchoolTot","575.383544","900","63.93150489","3","0","64.06195103","42.70796735","50","57.53575596","71.61090802","38.35717064","50","55.22333045","36.81555363","50","62.62063482","48.78671495","32.52447664","50","56.30850939","37.53900626","50","51.23814103","62.48802083","34.15876068","50","14.07","13.83","11.24","0.5214942801","52.14942801","100","0.5168180089","51.68180089","100","0.4823236979","0.5603768434","48.23236979","100","0.5150936088","0.5185170501","51.50936088","100","0","0.9966442953","0.9937888199","1","0.9966329966","0.99375","1","0.9931506849","0.9875","1","0.0945945946","41.08108108","50","0.1455696203","30.88607595","50",,,,,,,"0.9411764706","50","50",,,,,,,,,,,"0.4161073826","0.9738562092","27.74049217","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","East Windsor School District","0470011","East Windsor High School","0476111","Public Schools","9","12",,"SchoolTot","908.5357025","1,250","72.6828562","3","1","57.41666667","76.55555556","100","52.03846154","61.69727891","69.38461538","100","53.25694444","71.00925926","100","58.92857143","46.13105413","61.50807217","100","51.0452381","68.06031746","100","43.01578947","60.58020833","57.35438596","100","9.65","12.79","17.56",,,,,,,,,,,,,,,"0","0.989010989","1","0.9803921569","0.989010989","1","0.9803921569","0.9863013699","0.9756097561","1","0.1815181518","23.69636964","50","0.2916666667","1.666666667","50","0.7419354839","49.46236559","50","0.4193548387","27.95698925","50","0.9090909091","48.35589942","50","0.8831168831","93.94860459","100","0.96","100","100","0","0.6428571429","85.71428571","100","0.5633802817","0.9594594595","37.55868545","50","0.4356435644","36.30363036","50","0.96","0.94","-0.02","16.64572779","18.45810225","16.49223089","9.27168764",,,,,"2016-17",,,,,,
"2016","Ellington School District","0480011","District","0000000","District","District","District",,"DistrictTot","1,045.271024","1,350","77.42748326",,"0","73.83112272","49.22074848","50","59.64509746","75","39.76339831","50","69.66896813","46.44597876","50","73.82480874","55.5365288","37.02435254","50","61.29732428","40.86488285","50","50.94833333","64.14276986","33.96555556","50","15.35","18.28","13.19","0.5174297535","51.74297535","100","0.6057730758","60.57730758","100","0.4113356677","0.5425980585","41.13356677","100","0.5410560364","0.621144358","54.10560364","100","0","0.9930986888","0.990990991","0.9937275986","0.9924085576","0.990990991","0.9928315412","0.9968454259","0.9928057554","0.997979798","0.0625960061","47.48079877","50","0.1556350626","28.87298748","50","0.8845144357","50","50","0.5695538058","37.97025372","50","0.9698492462","50","50","0.9679144385","100","100","0.9024390244","96.00415153","100","0","0.817","100","100","0.539523212","0.9602409639","35.96821414","50","0.529562982","44.1302485","50","0.9024390244","0.94","0.0375609756","16.72011147","18.71965486","16.61082845","12.03029834",,,,,"2016-17",,,,,,
"2016","Ellington School District","0480011","Center School","0480111","Public Schools","PK","5","Targeted Assistance","SchoolTot","508.7286116","800","63.59107644","3","1","75.54557101","50","50","59.94914136","75","39.96609424","50","69.55231676","46.36821118","50","73.68169567","54.11630515","36.07753676","50","59.28888889","39.52592593","50",,"61.00326797",,,"15.05","19.56",,"0.5779657803","57.79657803","100","0.495747683","49.5747683","100","0.3480123982","0.6371617005","34.80123982","100","0.4017469189","0.5199458995","40.17469189","100","0","0.9903846154","1","0.9877300613","0.9903846154","1","0.9877300613","0.9855072464",,"0.9811320755","0.0341207349","50","50","0.1392405063","32.15189873","50",,,,,,,,,,,,,,,,,,,,"0.484375","1","32.29166667","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Ellington School District","0480011","Crystal Lake School","0480211","Public Schools","K","5",,"SchoolTot","498.0746569","800","62.25933211","3","1","72.15263542","48.10175695","50","60.89222232","75","40.59481488","50","70.41103321","46.94068881","50","75","55.14199931","36.76133288","50","57.09078014","38.06052009","50",,"62.56380952",,,"14.1","19.85",,"0.4580917037","45.80917037","100","0.5145647838","51.45647838","100","0.4026431173","0.4772119058","40.26431173","100","0.3929193199","0.5565114955","39.29193199","100","0","0.9846153846","0.9696969697","0.9896907216","0.9846153846","0.9696969697","0.9896907216","1",,"1","0.047008547","50","50","0.1071428571","38.57142857","50",,,,,,,,,,,,,,,,,,,,"0.3333333333","0.972972973","22.22222222","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Ellington School District","0480011","Windermere School","0480611","Public Schools","K","5",,"SchoolTot","607.2237667","850","71.4380902","2","0","78.59260476","50","50","62.91294276","75","41.94196184","50","74.05865695","49.37243796","50","75","58.03406581","38.68937721","50","64.13333333","42.75555556","50","56.4826087","66.44868421","37.65507246","50","12.08","16.96","9.96","0.5843762209","58.43762209","100","0.6561219533","65.61219533","100","0.5137739134","0.6018005083","51.37739134","100","0.573692092","0.6765306328","57.3692092","100","0","0.997979798","0.9926470588","1","0.995959596","0.9926470588","0.9972144847","0.99","0.9583333333","1","0.0755208333","44.89583333","50","0.1465968586","30.68062827","50",,,,,,,,,,,,,,,,,,,,"0.5765472313","0.9808306709","38.43648208","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Ellington School District","0480011","Ellington Middle School","0485111","Public Schools","7","8",,"SchoolTot","612.0543155","900","68.00603506","3","1","72.5056047","48.3370698","50","56.42855091","75","37.61903394","50","68.05896331","45.37264221","50","71.2660141","54.73443088","36.48962059","50","60.91484496","40.60989664","50","50.49039855","63.75226824","33.6602657","50","18.57","16.53","13.26","0.44738221","44.738221","100","0.608279901","60.8279901","100","0.317930555","0.4735675875","31.7930555","100","0.5905328131","0.6118697678","59.05328131","100","0","0.9908883827","1","0.988700565","0.9908883827","1","0.988700565","1","1","1","0.0546697039","49.06605923","50","0.1025641026","39.48717949","50",,,,,,,"0.9747474747","50","50",,,,,,,,,,,"0.525","0.9259259259","35","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Ellington School District","0480011","Ellington High School","0486111","Public Schools","9","12",,"SchoolTot","1,030.555391","1,250","82.44443132","1","0","63.05165692","84.06887589","100","52.92222222","65.20685579","70.56296296","100","60.9288499","81.23846654","100","63.45153664","49.07222222","65.42962963","100","62.18148148","82.90864198","100","51.13070175","64.80604167","68.17426901","100","12.28","14.37","13.67",,,,,,,,,,,,,,,"0","0.9943181818","0.9696969697","1","0.9943181818","0.9696969697","1","1","1","1","0.0707850708","45.84298584","50","0.2133333333","17.33333333","50","0.8842105263","50","50","0.5710526316","38.07017544","50","0.965","50","50","0.9679144385","100","100","0.9024390244","96.00415153","100","0","0.8166666667","100","100","0.5526315789","0.95","36.84210526","50","0.528957529","44.07979408","50","0.9024390244","0.94","0.0375609756","16.64572779","18.45810225","16.49223089","9.27168764",,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","District","0000000","District","District","District",,"DistrictTot","952.092326","1,350","70.52535748",,"0","65.51045865","43.6736391","50","59.31079551","70.44200887","39.54053034","50","60.41691142","40.27794095","50","65.11330182","54.5234019","36.3489346","50","57.10232645","38.06821763","50","51.15493755","60.79888404","34.1032917","50","11.13","10.58","9.64","0.4652553256","46.52553256","100","0.5061425038","50.61425038","100","0.4399897103","0.4842868973","43.99897103","100","0.5039299873","0.5078096505","50.39299873","100","0","0.9920724802","0.9892561983","0.9944405837","0.9928301887","0.9909165979","0.9944405837","0.9854327335","0.9787234043","0.9899569584","0.1003992016","39.92015968","50","0.156486848","28.70263041","50","0.4052558783","27.01705855","50","0.3623789765","24.15859843","50","0.8865710561","47.1580349","50","0.8456375839","89.96144509","100","0.7976878613","84.86041077","100","1","0.718","95.68221071","100","0.6163120567","0.9032671365","41.08747045","50","0.7212793734","50","50","0.7976878613","0.94","0.1423121387","16.72011147","18.71965486","16.61082845","12.03029834",,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","Enfield Street School","0490211","Public Schools","K","2","Schoolwide","SchoolTot","74.34249581","100","74.34249581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0801393728","43.97212544","50","0.1481481481","30.37037037","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","Hazardville Memorial School","0490411","Public Schools","K","2","Schoolwide","SchoolTot","79.28906774","100","79.28906774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0845070422","43.09859155","50","0.119047619","36.19047619","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","Nathan Hale School","0491111","Public Schools","K","2",,"SchoolTot","87.26475279","100","87.26475279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0614035088","47.71929825","50","0.1022727273","39.54545455","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","Edgar H. Parkman School","0491311","Public Schools","3","5",,"SchoolTot","604.96817","850","71.17272588","2","0","70.24426464","46.82950976","50","64.16921824","75","42.77947883","50","65.57508095","43.71672063","50","70.9876166","58.80941137","39.20627425","50","57.36","38.24","50","50.96666667","61.01333333","33.97777778","50","10.83","12.17","10.04","0.5883950207","58.83950207","100","0.52204724","52.204724","100","0.5979967439","0.5818853779","59.79967439","100","0.5438035261","0.5072972156","54.38035261","100","0","1","1","1","0.9969325153","0.9932885906","1","1","1","1","0.0519877676","49.60244648","50","0.0821917808","43.56164384","50",,,,,,,,,,,,,,,,,,,,"0.6274509804","0.9902912621","41.83006536","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","Prudence Crandall School","0491511","Public Schools","3","5",,"SchoolTot","559.5255561","850","65.82653601","2","0","68.49734022","45.66489348","50","62.12131692","74.73842122","41.41421128","50","64.80355286","43.20236857","50","70.46474193","59.0818163","39.38787753","50","58.88543417","39.25695612","50","55.93333333","61.42239583","37.28888889","50","12.61","11.38","5.48","0.4468965457","44.68965457","100","0.6261555202","62.61555202","100","0.3680668503","0.5142049778","36.80668503","100","0.6001816618","0.6487327972","60.01816618","100","0","0.9975308642","0.9952606635","1","0.9975429975","0.9953051643","1","1","1","1","0.0620347395","47.59305211","50","0.1024390244","39.51219512","50",,,,,,,,,,,,,,,,,,,,"0.3311258278","1.02027027","22.07505519","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","Eli Whitney School","0491611","Public Schools","3","5",,"SchoolTot","608.3148532","850","71.56645331","2","0","69.22609062","46.15072708","50","64.47840431","74.46137714","42.98560287","50","65.81125999","43.87417333","50","71.14050046","60.97837035","40.6522469","50","58.11532847","38.74355231","50","54.08333333","62.08888889","36.05555556","50","9.98","10.16","8","0.570068565","57.0068565","100","0.5822542229","58.22542229","100","0.5309862258","0.605869181","53.09862258","100","0.550963961","0.6106999156","55.0963961","100","0","1","1","1","1","1","1","0.9929577465","0.9861111111","1","0.0632911392","47.34177215","50","0.0829268293","43.41463415","50",,,,,,,,,,,,,,,,,,,,"0.6850393701","0.9694656489","45.66929134","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","Henry Barnard School","0491811","Public Schools","K","2","Schoolwide","SchoolTot","55.64794468","100","55.64794468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1389645777","32.20708447","50","0.1827956989","23.44086022","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","John F. Kennedy Middle School","0495211","Public Schools","6","8",,"SchoolTot","516.2473106","900","57.36081228","3","0","64.33580267","42.89053511","50","56.59919471","70.14757238","37.73279647","50","57.30818199","38.20545466","50","62.64799451","50.2149982","33.47666546","50","57.28560406","38.1904027","50","50.5853588","61.40883191","33.72357253","50","13.54","12.43","10.82","0.4210809724","42.10809724","100","0.450930366","45.0930366","100","0.4025108547","0.4338422851","40.25108547","100","0.4446537824","0.4552436099","44.46537824","100","0","0.9894736842","0.9801980198","0.9968503937","0.9921052632","0.9861386139","0.9968503937","0.9948849105","0.9935483871","0.9957627119","0.1477572559","30.44854881","50","0.2217741935","15.64516129","50",,,,,,,"0.9215116279","49.01657595","50",,,,,,,,,,,"0.7614814815","0.8620689655","25","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Enfield School District","0490011","Enfield High School","0496111","Public Schools","9","12",,"SchoolTot","937.3178026","1,250","74.9854242","3","0","58.4265873","77.9021164","100","52.01166667","61.14477401","69.34888889","100","55.62929894","74.17239859","100","58.2549435","49.43277778","65.91037037","100","56.22893773","74.97191697","100","48.72163743","59.65226667","64.96218324","100","9.13","8.82","10.93",,,,,,,,,,,,,,,"1","0.9773371105","0.9814814815","0.9755102041","0.9773371105","0.9814814815","0.9755102041","0.9639175258","0.9389312977","0.9766536965","0.0875331565","42.4933687","50","0.1555555556","28.88888889","50","0.413940256","27.59601707","50","0.372688478","24.84589853","50","0.8598574822","45.73710012","50","0.8564102564","91.10747409","100","0.725","77.12765957","100","1","0.7","93.33333333","100","0.4338028169","0.9220779221","28.92018779","50","0.725464191","50","50","0.725","0.94","0.215","16.64572779","18.45810225","16.49223089","9.27168764",,,,,"2016-17",,,,,,
"2016","Essex School District","0500011","District","0000000","District","District","District",,"DistrictTot","619.4256762","800","77.42820952",,"0","79.9681282","50","50","66.09870029","75","44.06580019","50","74.11816245","49.4121083","50","75","59.51820429","39.67880286","50","65.19333333","43.46222222","50",,"70.565",,,"8.9","15.48",,"0.6897528755","68.97528755","100","0.6641216188","66.41216188","100","0.5647118496","0.7224212516","56.47118496","100","0.5244236105","0.7006192966","52.44236105","100","0","0.9622641509","0.9591836735","0.963190184","0.9622641509","0.9591836735","0.963190184","1",,"1","0.0353982301","50","50","0.0574712644","48.50574713","50",,,,,,,,,,,,,,,,,,,,"0.7604166667","1","50","50",,,,,,,"16.72011147","18.71965486","16.61082845",,,,,,"2016-17",,,,,,
"2016","Essex School District","0500011","Essex Elementary School","0500111","Public Schools","PK","6","Targeted Assistance","SchoolTot","626.8484448","800","78.3560556","1","0","80.14932481","50","50","66.29217167","75","44.19478111","50","74.48822901","49.65881934","50","75","60.55177008","40.36784672","50","65.19333333","43.46222222","50",,"70.565",,,"8.7","14.44",,"0.6947151264","69.47151264","100","0.6688994722","66.88994722","100","0.58488013","0.7224212516","58.488013","100","0.5431530252","0.7006192966","54.31530252","100","0","0.9619047619","0.9574468085","0.963190184","0.9619047619","0.9574468085","0.963190184","1",,"1","0.0328358209","50","50","0.0481927711","50","50",,,,,,,,,,,,,,,,,,,,"0.7604166667","1.010526316","50","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Fairfield School District","0510011","District","0000000","District","District","District",,"DistrictTot","1,121.165433","1,350","83.04929136",,"1","76.99866257","50","50","61.81557537","75","41.21038358","50","72.75511556","48.50341037","50","75","57.30858891","38.20572594","50","64.74823325","43.16548883","50","49.90975177","68.72104264","33.27316785","50","13.18","17.69","18.81","0.6521144719","65.21144719","100","0.7429511845","74.29511845","100","0.5664276174","0.6713167874","56.64276174","100","0.63050108","0.7681473218","63.050108","100","0","0.9868752247","0.9713322091","0.9910877514","0.9865156419","0.9721753794","0.9904021938","0.9955734406","0.9907063197","0.9969183359","0.0516751269","49.66497462","50","0.1009852217","39.80295567","50","0.9590110605","50","50","0.6961613533","46.41075689","50","0.9625520111","50","50","0.9460526316","100","100","0.8588235294","91.36420526","100","0","0.882","100","100","0.6592140921","0.9528728212","43.94760614","50","0.437007874","36.41732283","50","0.8588235294","0.94","0.0811764706","16.72011147","18.71965486","16.61082845","12.03029834",,,,,"2016-17",,,,,,
"2016","Fairfield School District","0510011","Dwight Elementary School","0510111","Public Schools","PK","5",,"SchoolTot","608.6567525","800","76.08209406","2","0","79.91467741","50","50","64.6310024","75","43.08733493","50","75.65812233","50","50","75","58.79386989","39.19591326","50","61.26197917","40.84131944","50",,"64.49347826",,,"10.36","16.2",,"0.724174321","72.4174321","100","0.6981176139","69.81176139","100","0.5035137806","0.7831881864","50.35137806","100","0.5282582712","0.7435451125","52.82582712","100","0","0.988372093","0.9772727273","0.9921875","0.988372093","0.9772727273","0.9921875","1",,"1","0.0660377359","46.79245283","50","0.0833333333","43.33333333","50",,,,,,,,,,,,,,,,,,,,"0.9","0.9259259259","50","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Fairfield School District","0510011","Burr Elementary School","0510211","Public Schools","PK","5",,"SchoolTot","730.9719769","800","91.37149712","1","0","80.38567691","50","50","67.92882651","75","45.28588434","50","79.67431319","50","50","75","67.69189317","45.12792878","50","69.48615385","46.32410256","50",,"70.57368421",,,"7.07","7.3",,"0.7562319384","75.62319384","100","0.9484233604","94.84233604","100","0.8601589186","0.7358540991","86.01589186","100","1","0.936345536","100","100","0","0.9702970297","0.9696969697","0.9704142012","0.9702970297","0.9696969697","0.9704142012","0.9848484848",,"1","0.0476190476","50","50","0.0769230769","44.61538462","50",,,,,,,,,,,,,,,,,,,,"0.6470588235","1.0625","43.1372549","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,"School of Distinction","High Performance and High Growth (All Students & High Needs Students)","2016-17",,,,,,
"2016","Fairfield School District","0510011","Holland Hill School","0510411","Public Schools","K","5","Targeted Assistance","SchoolTot","643.7819044","850","75.73904758","2","0","72.32576057","48.21717371","50","63.86957015","75","42.57971343","50","67.99400191","45.32933461","50","72.94945326","58.80033558","39.20022372","50","56.82886179","37.88590786","50","47.39777778","62.26987179","31.59851852","50","11.13","14.14","14.87","0.6421553955","64.21553955","100","0.7053036231","70.53036231","100","0.6006020224","0.66211731","60.06020224","100","0.6000908431","0.7558470174","60.00908431","100","0","0.9954545455","0.9873417722","1","0.9954545455","0.9873417722","1","1","1","1","0.0495049505","50","50","0.053030303","49.39393939","50",,,,,,,,,,,,,,,,,,,,"0.6714285714","0.9589041096","44.76190476","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,,,"2016-17",,,,,,
"2016","Fairfield School District","0510011","McKinley School","0510611","Public Schools","K","5","Targeted Assistance","SchoolTot","673.5083948","850","79.23628174","1","0","72.23328261","48.15552174","50","65.6966284","75","43.79775227","50","70.83904043","47.22602696","50","74.31286394","67.20586722","44.80391148","50","56.21769547","37.47846365","50","50.73550725","63.42285714","33.8236715","50","9.3","7.1","12.68","0.6471986911","64.71986911","100","0.8089740344","80.89740344","100","0.5779052691","0.7090009324","57.79052691","100","0.8293118975","0.7905863774","82.93118975","100","0","1","1","1","0.9915966387","0.9917355372","0.9914529915","1","1","1","0.0309050773","50","50","0.033492823","50","50",,,,,,,,,,,,,,,,,,,,"0.4782608696","0.9718309859","31.88405797","50",,,,,,,"16.64572779","18.45810225","16.49223089",,,,"School of Distinction","High Growth (High Needs Students)","2016-17",,,,,,
